ProdID,AirTemp,ProcTemp,Rotation,Torque,ToolWear,Failure
L51962,303.8,312.5,1368,52.6,123,0
L51963,303.7,312.5,1641,36,125,0
L51964,303.9,312.6,1642,32.3,127,0
L51966,303.8,312.6,1577,41.3,134,0
L51967,303.7,312.6,1396,44.1,136,0
L51969,303.8,312.8,1646,35.8,143,0
L51970,303.8,312.8,1443,40.7,145,0
L51974,303.6,312.6,1699,27.9,160,0
L51975,303.6,312.5,1431,49,162,0
L51976,303.5,312.4,1390,47.3,164,0
L51977,303.5,312.5,1380,46.1,166,0
L51978,303.5,312.5,1457,46.4,168,0
L51979,303.5,312.5,1418,42.2,170,0
L51981,303.5,312.4,1574,32.7,175,0
L51983,303.6,312.5,1710,31.4,180,0
L51984,303.7,312.6,1621,38.8,182,0
L51985,303.6,312.6,1606,33.6,184,0
L51987,303.5,312.4,1503,36.5,191,0
L51988,303.5,312.3,1404,48.6,193,0
L51989,303.4,312.2,1656,32.7,195,0
L51992,303.4,311.9,1531,37.9,203,0
L51994,303.4,311.8,1401,53,208,1
L51996,303.4,312,1521,35.9,215,1
L51997,303.5,312.1,1674,30.8,0,0
L51999,303.6,312.2,1696,30.7,5,0
L52001,303.5,311.9,1405,45.6,10,0
L52002,303.5,311.9,1565,38.9,12,0
L52003,303.5,311.9,1493,38.7,14,0
L52004,303.4,311.8,1499,45,16,0
L52005,303.3,311.8,1692,30.6,18,0
L52006,303.4,311.8,2268,15.8,20,0
L52007,303.4,311.8,1438,58.9,22,0
L52008,303.5,311.9,1515,39.2,24,0
L52009,303.4,311.9,1491,38.2,26,0
L52010,303.5,312,1756,29.7,28,0
L52011,303.5,312,1366,54.5,30,1
L52012,303.5,312,1436,45.1,32,0
L52013,303.4,311.9,1377,41.6,34,1
L52016,303.3,311.8,1315,62,42,1
L52020,303.4,311.9,1298,63.9,59,1
L52023,303.3,311.8,1842,24.5,67,0
L52027,303.4,311.9,1434,44.6,78,0
L52030,303.5,312,1441,56.8,88,0
L52031,303.7,312.1,1363,51.8,90,1
L52032,303.7,312.2,1619,34.9,92,0
L52033,303.7,312.2,1487,34,94,0
L52034,303.7,312.2,1568,33.8,96,0
L52035,303.7,312.3,1375,46.2,98,0
L52037,303.7,312.3,1606,37.4,103,0
L52038,303.7,312.3,1349,51,105,0
L52039,303.7,312.4,1535,38.6,107,0
L52041,303.5,312.3,1946,21.1,112,0
L52042,303.5,312.1,1326,55.7,114,0
L52044,303.6,312.3,1451,43.4,119,0
L52046,303.6,312.4,1781,28.7,124,0
L52047,303.6,312.5,1345,54.1,126,0
L52048,303.6,312.4,1418,46,128,0
L52049,303.7,312.4,1718,26.5,130,0
L52051,303.7,312.4,1513,40.1,135,0
L52052,303.7,312.4,1316,59.3,137,0
L52054,303.8,312.5,1619,30.9,142,0
L52055,303.7,312.4,1702,31.2,144,0
L52058,303.7,312.4,1348,51,152,0
L52062,303.7,312.5,1462,46.2,165,0
L52066,303.8,312.5,1372,45.7,180,0
L52067,303.7,312.5,1481,33.3,182,0
L52068,303.7,312.4,1512,39.2,184,0
L52069,303.7,312.5,1632,36.6,186,0
L52070,303.7,312.4,1525,43.9,188,0
L52072,303.7,312.3,1922,23.1,193,0
L52079,303.6,312.3,2168,17.7,219,0
L52080,303.6,312.4,1388,41.9,221,0
L52082,303.6,312.3,1616,29.3,226,0
L52083,303.6,312.4,2232,16.8,0,0
L52085,303.6,312.4,1363,53.1,7,0
L52089,303.5,312.4,1481,43.7,20,0
L52091,303.5,312.3,1681,29.8,25,0
L52092,303.5,312.2,1511,37.1,27,0
L52098,303.3,312.2,1457,40.7,48,0
L52099,303.3,312.2,1506,40,50,0
L52100,303.4,312.2,1337,69.4,52,1
L52101,303.4,312.3,1287,54.8,54,0
L52105,303.4,312.3,1680,30.6,67,0
L52106,303.4,312.3,1502,36,69,0
L52108,303.5,312.3,1584,35.2,74,0
L52109,303.5,312.4,1340,44.5,76,0
L52110,303.4,312.3,1663,33.9,78,0
L52112,303.3,312.1,1418,44.7,83,0
L52114,303.4,312.2,1580,35.8,90,0
L52115,303.4,312.3,1479,42.8,92,0
L52116,303.5,312.4,1284,70.6,94,1
L52117,303.4,312.3,1540,38.7,96,0
L52119,303.6,312.5,1286,62.4,101,0
L52120,303.6,312.6,1502,39.5,103,0
L52122,303.5,312.6,1602,34.2,108,0
L52125,303.6,312.7,1418,44.1,118,0
L52127,303.7,312.7,1395,53.9,123,0
L52131,303.8,312.7,1596,36.6,134,0
L52133,303.7,312.5,1670,26.1,139,0
L52134,303.7,312.6,1702,29.1,141,0
L52138,303.8,312.5,1523,47,152,0
L52139,303.8,312.6,1735,25.9,154,0
L52140,303.9,312.7,1339,62.3,156,0
L52141,303.9,312.7,1800,24.3,158,0
L52143,303.9,312.7,1789,24.4,163,0
L52144,303.9,312.7,1602,33.9,165,0
L52146,303.8,312.6,1793,28.1,170,0
L52147,303.9,312.6,1426,53.4,172,0
L52149,303.9,312.7,1528,38.4,177,0
L52150,303.8,312.6,1565,36,179,0
L52151,303.8,312.7,1838,27.8,181,0
L52153,303.8,312.7,1461,38.2,188,0
L52154,303.8,312.7,1414,41.7,190,0
L52155,303.7,312.7,1426,45.5,192,0
L52156,303.7,312.7,1359,56.8,194,1
L52157,303.7,312.7,1540,44.8,196,0
L52158,303.6,312.7,1429,47.7,198,0
L52162,303.7,313,1811,24.3,209,0
L52163,303.8,313.1,1869,25.8,211,0
L52164,303.8,313.1,1256,58.7,213,1
L52166,303.7,312.9,1502,40.5,0,0
L52168,303.8,313.1,2497,13,5,1
L52169,303.9,313.2,1499,37.4,7,0
L52170,303.9,313.2,1393,46.5,9,0
L52172,303.8,312.9,1573,34.6,14,0
L52173,303.8,312.9,1819,23.7,16,0
L52175,303.6,312.6,1540,39.8,21,0
L52180,303.7,312.8,1832,23.6,35,0
L52182,303.7,312.8,1627,31.7,40,0
L52183,303.7,312.8,1437,51.3,42,0
L52184,303.7,312.8,1364,46.3,44,0
L52187,303.8,312.9,1442,48.3,52,0
L52189,303.7,312.8,1523,40.7,59,0
L52190,303.7,312.8,1543,38.3,61,0
L52194,303.8,313,1452,38.6,72,0
L52195,303.9,313,1759,28.4,74,0
L52196,303.9,313,1408,47.5,76,0
L52197,303.9,313,1483,45,78,0
L52200,304.1,313.1,1556,36.3,86,0
L52201,304,313,1350,61.1,88,0
L52202,304,313.1,1404,47.1,90,0
L52204,303.9,313.1,1639,29,95,0
L52206,303.9,313.2,1481,40,100,0
L52207,304,313.3,1294,54.6,102,0
L52213,304,313.1,1564,50.9,119,0
L52216,304,313.2,1615,37.8,127,0
L52218,304.1,313.3,1732,28.5,132,0
L52221,304,313.2,1314,47.1,144,0
L52222,304.1,313.2,1569,35.8,146,0
L52223,304.1,313.2,1468,39.4,148,0
L52224,304.1,313.2,1412,47.5,150,0
L52231,303.9,313,1480,39.9,176,0
L52232,303.9,313,1433,48.4,178,0
L52233,303.8,312.9,1514,34.3,180,0
L52234,303.8,312.9,1619,35.7,182,0
L52237,303.8,312.9,1367,49.9,192,0
L52238,303.9,312.9,1526,42.5,194,0
L52239,303.9,312.8,1419,47.9,196,0
L52240,304,312.8,1542,42.7,198,0
L52241,304,312.9,1363,62.5,200,1
L52242,304,312.9,1313,53.9,202,0
L52244,304,313,1407,42.1,5,0
L52245,304.1,313,1566,37.2,7,0
L52246,304.1,313.1,1550,30.9,9,0
L52252,304.1,313,1408,45.3,28,0
L52254,304.1,313.1,1666,34.6,33,0
L52255,304.1,313.2,1366,46.6,35,0
L52256,304.2,313.2,1464,44.9,37,0
L52257,304.3,313.3,1775,24.9,39,0
L52260,304.2,313.3,1410,51.6,47,0
L52263,304.1,313.1,1327,54.1,57,0
L52264,304.1,313.1,1969,20.8,59,0
L52266,304,313,1541,45.9,64,0
L52268,304,313.1,1465,41,69,0
L52271,303.9,313.2,1345,48.2,77,0
L52277,304.2,313.4,1457,49.4,96,0
L52278,304.2,313.4,1475,40.2,98,0
L52279,304.2,313.5,1438,50.1,100,0
L52283,304.1,313.4,1399,43.7,111,0
L52284,304.1,313.5,1469,44.6,113,0
L52285,304.1,313.4,1374,56.6,115,0
L52286,304,313.3,1519,36.7,117,0
L52287,303.9,313.2,1540,44.4,119,0
L52288,303.9,313.3,1394,51.6,121,0
L52291,304.1,313.6,1556,37.4,129,0
L52293,304.1,313.6,1382,46.7,134,0
L52296,304.2,313.8,1401,53.9,142,0
L52297,304.1,313.6,1611,31.4,144,0
L52299,304.2,313.6,1411,46,149,0
L52301,304.2,313.6,1469,40,154,0
L52306,304.3,313.5,1802,25.4,170,0
L52308,304.2,313.4,1434,42.5,175,0
L52310,304.2,313.3,1668,35.7,180,0
L52311,304.1,313.3,1452,43.9,182,0
L52312,304.1,313.3,1415,50,184,0
L52313,304.1,313.2,1824,25.8,186,0
L52314,304.1,313.3,1438,45.5,188,0
L52315,304.1,313.3,1883,24.5,190,0
L52316,304.2,313.4,1735,28.9,192,0
L52317,304.3,313.5,1464,36.7,194,0
L52321,304.4,313.7,1509,35,205,1
L52322,304.4,313.6,1568,39.1,0,0
L52324,304.4,313.7,1607,33.5,5,0
L52325,304.5,313.7,1670,32.9,7,0
L52326,304.4,313.6,1585,38.9,9,0
L52327,304.4,313.6,1569,38.4,11,0
L52328,304.4,313.6,1507,43.1,13,0
L52329,304.3,313.5,1452,41.5,15,0
L52330,304.3,313.5,1590,29.8,17,0
L52331,304.3,313.6,1409,56,19,0
L52332,304.3,313.5,2643,12.7,21,0
L52333,304.2,313.4,1644,31.7,23,0
L52334,304.2,313.4,1568,37.6,25,0
L52336,304.2,313.4,1482,41.4,32,0
L52338,304.1,313.3,1459,50.3,39,0
L52339,304.2,313.4,1490,44,41,0
L52340,304.1,313.2,1434,50.1,43,0
L52342,304.2,313.3,1464,45.9,48,0
L52345,304.2,313.4,1421,43.4,56,0
L52347,304.2,313.4,1639,32.7,63,0
L52349,304.1,313.3,1470,39.9,70,0
L52352,304.2,313.4,1740,28.2,78,0
L52355,304.2,313.4,1740,23.7,86,0
L52360,304,313.2,1584,38.7,104,0
L52361,304,313.1,1720,28.7,106,0
L52362,303.9,313.1,1586,31.9,108,0
L52364,304,313,1397,42.4,113,0
L52365,304,313,2012,21.1,115,0
L52366,304,313,2354,15,117,0
L52367,304,313.1,1648,35.7,119,0
L52368,304,313.2,1632,30.6,121,0
L52370,304.1,313.2,1452,48,126,0
L52371,304,313.2,1416,46,128,0
L52372,303.9,313.1,1310,62.9,130,0
L52375,303.9,313,1551,36.8,140,0
L52378,303.8,312.8,1428,53.3,152,0
L52379,303.8,312.8,1503,40,154,0
L52380,303.8,312.8,1416,58.7,156,0
L52382,303.7,312.7,1335,51.1,161,0
L52384,303.7,312.7,1989,22.4,166,0
L52385,303.7,312.7,1468,43.3,168,0
L52388,303.8,312.7,1664,29.3,178,0
L52390,303.7,312.6,1466,42.5,183,0
L52391,303.7,312.5,1433,53.6,185,0
L52392,303.7,312.5,1397,45.7,187,0
L52394,303.7,312.7,1572,37.2,192,0
L52398,303.8,312.9,1589,37.2,203,0
L52399,303.8,313,1365,59.9,205,1
L52400,303.8,313,1633,32.9,207,0
L52401,303.9,313,1626,31.4,209,0
L52402,303.9,313.1,1665,29.6,0,0
L52404,303.9,313.2,1590,31.9,5,0
L52406,303.9,313,1403,48.3,10,0
L52407,303.9,313.1,1440,41.1,12,0
L52411,303.8,313.1,1458,42.2,25,0
L52412,303.6,312.9,1381,57.8,27,0
L52413,303.6,312.9,1450,45.3,29,0
L52414,303.7,312.9,1461,50.1,31,0
L52416,303.8,313.1,1394,45.4,36,0
L52417,303.8,313,1499,42.3,38,0
L52418,303.7,313,1457,44.1,40,0
L52419,303.7,313,1753,29,42,0
L52420,303.7,313,1694,28,44,0
L52421,303.7,313.1,1683,28.4,46,0
L52422,303.7,313.1,1496,47.4,48,0
L52423,303.7,313.1,1721,34.8,50,0
L52424,303.6,313,1593,31.6,52,0
L52425,303.6,313,1575,38.3,54,0
L52426,303.5,313,1465,41,56,0
L52427,303.6,313.1,1405,38.3,58,0
L52430,303.5,312.9,1332,52.9,66,0
L52432,303.5,313,1322,59.5,71,0
L52433,303.5,313,1547,40.3,73,0
L52434,303.5,313.1,1897,23.6,75,0
L52436,303.5,313,1393,51.6,80,0
L52437,303.5,313,1482,38.5,82,0
L52439,303.5,312.9,1544,36.9,87,0
L52441,303.4,312.8,1513,35.8,92,0
L52442,303.4,312.8,1449,43.9,94,0
L52443,303.5,312.8,1877,22.3,96,0
L52444,303.4,312.8,1376,53.4,98,0
L52448,303.4,312.9,1389,54.1,109,0
L52449,303.5,312.9,1504,44.8,111,0
L52450,303.5,312.9,1275,64.4,113,0
L52451,303.6,313,1534,39.7,115,0
L52453,303.6,313.1,1395,44.1,120,0
L52454,303.6,313,1617,30.9,122,0
L52455,303.7,313.1,1423,41.2,124,0
L52456,303.5,313,1606,34,126,0
L52457,303.5,312.9,1501,44,128,0
L52459,303.6,313,1522,35.8,133,0
L52460,303.6,312.9,1480,41.4,135,0
L52463,303.8,313.2,1525,41.9,145,0
L52465,303.8,313.1,1523,39.8,150,0
L52466,303.8,313.1,1422,42.4,152,0
L52468,303.8,313.2,1531,39.4,159,0
L52470,303.9,313.3,1526,40.7,164,0
L52471,303.8,313.3,1406,52.1,166,0
L52474,303.9,313.4,1442,48.5,174,0
L52475,303.8,313.2,1336,47.8,176,0
L52477,303.7,313.1,1406,48.6,183,0
L52479,303.7,313.1,1355,49.1,188,0
L52481,303.8,313.1,1309,55.8,193,0
L52482,303.9,313.1,1491,37.2,195,0
L52483,303.9,313.2,1481,44.1,197,0
L52484,303.9,313.1,1425,49.3,199,0
L52487,304,313.3,1530,34.8,211,0
L52488,304,313.2,1481,42.6,213,0
L52490,303.8,313,1427,43,0,0
L52492,303.6,312.9,1873,23.5,7,0
L52494,303.6,312.8,1701,30.8,12,0
L52495,303.6,312.8,1710,27.2,14,0
L52497,303.6,312.7,1637,32.9,19,0
L52498,303.5,312.6,1496,39,21,0
L52500,303.4,312.7,1363,45.5,26,0
L52505,303.5,312.7,1694,27.3,40,0
L52509,303.7,313,1456,45.5,51,0
L52510,303.6,312.9,1588,31.9,53,0
L52511,303.7,312.8,1448,44.5,55,0
L52516,303.2,312.4,1663,33.7,71,0
L52520,303.5,312.7,1393,49.3,82,0
L52523,303.5,312.8,1607,38.4,92,0
L52524,303.4,312.8,1360,50.8,94,0
L52525,303.5,312.8,1524,39.4,96,0
L52526,303.4,312.7,1534,35.5,98,0
L52527,303.3,312.7,1262,63.8,100,0
L52528,303.3,312.6,1623,34.6,102,0
L52533,303.4,312.7,1589,34,116,0
L52534,303.4,312.6,1462,37.5,118,0
L52537,303.3,312.5,1968,20.6,130,0
L52540,303.3,312.6,1463,44,140,0
L52541,303.3,312.7,1643,30.7,142,0
L52542,303.2,312.6,1281,57,144,0
L52543,303.2,312.5,1518,39.9,146,0
L52544,303.2,312.6,1601,35.3,148,0
L52545,303.1,312.6,1548,36.4,150,0
L52551,302.9,312.3,1435,47.7,173,0
L52554,302.9,312.3,1515,40.8,183,0
L52555,302.9,312.3,1530,34.9,185,0
L52557,302.9,312.4,2030,19.1,192,0
L52558,302.9,312.4,1550,36.9,194,0
L52559,302.9,312.4,1446,41.7,196,0
L52560,302.8,312.3,1494,37.5,198,0
L52561,302.8,312.4,1651,27,200,0
L52562,302.9,312.4,1698,33.8,202,0
L52563,302.8,312.3,1504,40.3,204,0
L52566,302.9,312.2,1469,42,214,0
L52567,302.8,312.2,1433,50,216,0
L52569,302.8,312.3,1366,49.1,221,0
L52571,302.7,312.2,1572,34.4,228,0
L52572,302.8,312.2,1481,40.2,230,0
L52573,302.8,312.3,1473,42.6,232,0
L52575,302.8,312.4,1529,36.8,237,0
L52576,302.8,312.4,1523,39.7,239,0
L52578,302.9,312.4,1923,23.9,244,0
L52580,302.7,312.4,1477,46.3,251,1
L52582,302.7,312.3,1421,48.5,0,0
L52583,302.7,312.3,1858,25.4,2,0
L52585,302.7,312.4,1444,48.7,9,0
L52586,302.7,312.4,1360,47.8,11,0
L52587,302.7,312.4,1954,24.8,13,0
L52588,302.6,312.4,1628,33,15,0
L52589,302.7,312.4,1433,44.2,17,0
L52591,302.8,312.6,1462,39.4,22,0
L52592,302.9,312.6,1328,59.9,24,0
L52594,302.6,312.3,1534,34.3,31,0
L52596,302.6,312.3,1660,30.3,36,0
L52597,302.6,312.4,1386,45.8,38,0
L52598,302.6,312.4,1398,41.6,40,0
L52599,302.6,312.3,1321,53.4,42,0
L52600,302.6,312.3,1512,34.2,44,0
L52603,302.6,312.3,1647,31.8,52,0
L52604,302.6,312.2,1377,45.5,54,0
L52605,302.5,312.2,1775,27.9,56,0
L52606,302.6,312.3,1554,42,58,0
L52607,302.7,312.4,1423,51.9,60,0
L52608,302.7,312.4,1453,47.3,62,0
L52609,302.8,312.4,1590,34.4,64,0
L52610,302.8,312.5,1694,28.4,66,0
L52611,302.8,312.5,1462,43.4,68,0
L52612,302.8,312.4,1392,46.2,70,0
L52613,302.9,312.5,1550,45.5,72,0
L52614,302.9,312.5,1629,30.4,74,0
L52618,302.9,312.5,1683,32.1,85,0
L52619,303,312.5,1626,30.5,87,0
L52622,303.1,312.7,1353,51.8,97,0
L52624,303,312.7,2024,19.9,102,0
L52626,303.1,312.9,1511,40.1,107,0
L52627,303.1,312.8,1465,44.1,109,0
L52628,303,312.7,1551,41.8,111,0
L52629,303.1,312.8,2329,15.1,113,0
L52631,303,312.7,1361,48.8,120,0
L52633,303,312.6,1451,42.1,125,0
L52634,303,312.5,1461,40.2,127,0
L52638,303.1,312.6,1514,42.1,138,0
L52639,303.1,312.5,1453,49.1,140,0
L52642,302.9,312.3,1889,22.8,148,0
L52643,302.9,312.4,1561,34.8,150,0
L52645,302.9,312.4,1424,49.5,155,0
L52647,302.9,312.4,1383,51.4,160,0
L52648,302.8,312.3,1764,29.9,162,0
L52651,302.7,312.3,1346,61.2,170,0
L52652,302.8,312.3,1386,57.8,172,0
L52653,302.7,312.2,1369,51.8,174,0
L52655,302.7,312.2,1336,46.8,179,0
L52657,302.7,312.1,1763,26.5,184,0
L52658,302.7,312.2,1611,34.1,186,0
L52661,302.6,312,1781,28.5,196,0
L52662,302.6,312.1,1782,26.8,198,0
L52665,302.6,312.1,1344,51,206,0
L52666,302.6,312.2,1520,43,208,0
L52668,302.7,312.2,1450,52.1,213,1
L52669,302.6,312.1,1499,35,215,0
L52670,302.6,312.1,1288,68.5,0,1
L52673,302.8,312.4,1376,57.1,8,0
L52674,302.8,312.4,1368,49.5,10,0
L52680,302.7,312.1,1601,35.2,31,0
L52681,302.7,312.1,1543,37.5,33,0
L52682,302.6,312.1,1439,52.3,35,0
L52684,302.8,312.2,1458,51,42,0
L52685,302.8,312.2,1746,27.4,44,0
L52686,302.9,312.2,1677,30.5,46,0
L52687,302.8,312.1,1520,39.9,48,0
L52688,302.9,312.2,1367,55.1,50,0
L52689,302.8,312.2,1509,36.5,52,0
L52690,302.8,312.1,1418,51.4,54,0
L52691,302.8,312.1,1958,20.3,56,0
L52692,302.8,312.2,1682,30.9,58,0
L52694,302.7,312,1828,24,63,0
L52696,302.6,312,1674,32.2,70,0
L52697,302.6,311.9,1448,49.5,72,0
L52699,302.5,311.9,1452,47.4,77,0
L52701,302.6,311.9,1397,46.9,82,0
L52702,302.6,311.9,1453,39.1,84,0
L52704,302.6,311.9,1633,30.9,89,0
L52706,302.5,311.9,1520,44.9,94,0
L52708,302.4,311.8,1384,50.9,99,0
L52712,302.4,311.8,1476,46.6,110,0
L52713,302.4,311.7,1721,26.9,112,0
L52715,302.3,311.7,1465,43.5,117,0
L52717,302.4,311.8,1648,30,122,0
L52720,302.4,311.8,1493,38.4,132,0
L52721,302.4,311.8,1433,42.2,134,0
L52722,302.3,311.7,1400,41.6,136,0
L52723,302.4,311.8,1255,59,138,0
L52724,302.2,311.7,1471,45.6,140,0
L52726,302.3,311.7,1453,41.2,147,0
L52728,302.3,311.8,1605,35.2,152,0
L52733,302.5,311.9,1306,59.7,172,0
L52735,302.5,312,1411,44.2,177,0
L52738,302.5,311.9,1553,40.1,187,0
L52740,302.4,311.9,1541,37.9,192,0
L52742,302.3,311.7,1648,32.1,197,0
L52744,302.4,311.8,1416,46.1,202,0
L52745,302.4,311.9,1671,29.9,204,0
L52746,302.4,312,1457,45.5,206,0
L52748,302.5,312.1,1534,38.6,3,0
L52749,302.4,312,1508,36.9,5,0
L52751,302.4,312,1562,37.9,10,0
L52752,302.4,312,1545,36.4,12,0
L52753,302.5,312.2,1738,25.3,14,0
L52754,302.4,312,1305,49.1,16,0
L52757,302.4,312.1,1455,40.4,28,0
L52758,302.5,312.2,1574,38.7,30,0
L52759,302.6,312.2,1695,27.1,32,0
L52762,302.5,312,2052,18.9,40,0
L52763,302.5,312,1673,29.9,42,0
L52764,302.4,311.9,1578,29.9,44,0
L52767,302.5,311.9,1481,42.9,52,0
L52771,302.5,312,1574,33.8,63,0
L52772,302.5,311.9,1437,46.7,65,0
L52773,302.6,311.9,1354,48,67,0
L52774,302.6,311.9,1598,35.5,69,0
L52777,302.7,312,1501,37,77,0
L52778,302.8,312.1,1441,52.1,79,0
L52780,302.8,312.1,1487,36.6,84,0
L52781,302.9,312.2,1605,33.9,86,0
L52782,302.9,312.1,1334,54.7,88,0
L52783,302.9,312.2,1340,57.8,90,0
L52784,302.9,312.2,1513,37.8,92,0
L52785,302.9,312.2,1510,41.4,94,0
L52786,302.9,312.2,1729,23.6,96,0
L52790,303.1,312.4,1407,41.2,107,0
L52792,303,312.3,1486,42.4,112,0
L52796,303,312.3,1480,41.4,125,0
L52797,303.1,312.4,1404,61.5,127,1
L52799,303,312.3,1932,21.9,132,0
L52800,303,312.3,1533,38.5,134,0
L52802,302.9,312.2,1571,40.6,139,0
L52803,302.9,312.3,1578,36.3,141,0
L52805,302.7,312.1,1728,24.4,146,0
L52807,302.7,312.1,1597,39.8,153,0
L52808,302.7,312.1,1688,32,155,0
L52809,302.7,312.2,1405,51.4,157,0
L52811,302.8,312.2,1515,36.8,162,0
L52812,302.7,312.2,1376,52.8,164,0
L52813,302.7,312.2,1447,47.5,166,0
L52815,302.6,312.1,1502,47.3,171,0
L52816,302.6,312,1447,45.5,173,0
L52818,302.6,312.1,1519,38.1,178,0
L52819,302.6,312.1,1668,28.7,180,0
L52820,302.6,312.1,1420,51.6,182,0
L52821,302.6,312.1,1473,37.3,184,0
L52822,302.5,312,1495,38.8,186,0
L52823,302.5,312,1574,42,188,0
L52824,302.5,312,1383,51.3,190,0
L52828,302.5,311.9,1401,44.9,203,0
L52830,302.5,312,1456,46.3,208,0
L52832,302.4,311.8,1727,26.5,213,0
L52833,302.4,311.7,1495,36.8,215,0
L52834,302.3,311.6,1544,34.3,0,0
L52835,302.3,311.5,1387,47.3,2,0
L52837,302.3,311.5,1794,26.1,7,0
L52840,302.2,311.4,1477,41.7,15,0
L52841,302.2,311.4,1397,53,17,0
L52842,302.2,311.5,1616,34,19,0
L52845,302.3,311.4,1845,21.9,27,0
L52846,302.2,311.4,1430,43.1,29,0
L52847,302.2,311.4,2080,19.2,31,0
L52850,302.2,311.5,1424,45.2,39,0
L52853,302.2,311.6,1462,50,51,0
L52856,302.3,311.8,1565,37.8,59,0
L52857,302.3,311.8,1281,51.7,61,0
L52861,302.2,311.6,1383,44.3,72,0
L52865,302.2,311.5,1482,45.6,87,0
L52866,302.2,311.6,1658,31.4,89,0
L52867,302.3,311.7,2170,18.2,91,0
L52869,302.4,311.8,1543,31.1,96,0
L52870,302.3,311.8,1435,44.8,98,0
L52871,302.4,311.8,1320,56.4,100,0
L52874,302.4,311.8,1508,45.7,108,0
L52875,302.4,311.8,1451,42,110,0
L52877,302.5,311.9,1354,49.4,117,0
L52878,302.5,311.9,1265,59.8,119,0
L52879,302.4,311.9,1867,25.9,121,0
L52880,302.5,311.9,1497,41.6,123,0
L52882,302.3,311.7,1544,43.2,128,0
L52884,302.5,311.8,1335,52.7,135,0
L52885,302.4,311.9,1452,43.1,137,0
L52886,302.4,311.9,1290,70,139,1
L52887,302.4,311.8,1448,43.4,141,0
L52888,302.3,311.7,1611,38.6,143,0
L52889,302.2,311.7,1556,38.6,145,0
L52891,302.2,311.6,1545,35.9,152,0
L52892,302.2,311.7,1330,54.6,154,0
L52893,302.2,311.9,1596,38,156,0
L52894,302.2,311.8,1618,36,158,0
L52896,302.3,312,1354,52.2,165,0
L52897,302.3,312,1746,28.1,167,0
L52898,302.4,312,1621,32.5,169,0
L52899,302.3,312,1398,43.3,171,0
L52900,302.3,311.9,1434,51.9,173,0
L52902,302.2,311.7,1488,44.6,178,0
L52904,302.3,311.8,1433,50.3,183,0
L52910,302.3,311.7,1793,25.3,200,0
L52911,302.2,311.6,1872,20.4,202,0
L52912,302.2,311.7,1412,44.5,204,0
L52913,302.3,311.8,1487,43.2,206,0
L52914,302.3,311.8,1369,56.2,208,1
L52915,302.4,311.8,1673,30.1,210,0
L52917,302.3,311.8,1574,42.8,215,0
L52918,302.3,311.7,1281,48.8,0,0
L52922,302.3,311.7,1414,47,11,0
L52925,302.1,311.5,1987,20.1,21,0
L52927,302.1,311.5,1533,39.4,26,0
L52930,302.2,311.8,1981,21.8,36,0
L52933,302.2,311.6,1416,54.1,48,0
L52934,302.1,311.5,1727,27.7,50,0
L52935,302.1,311.4,1391,49.2,52,0
L52937,301.9,311.3,1366,55.6,57,0
L52938,301.9,311.3,1501,40.8,59,0
L52939,301.8,311.3,1551,35.8,61,0
L52941,301.9,311.2,1369,49.8,66,0
L52942,301.8,311.2,1334,52.3,68,0
L52944,301.7,311.2,1589,37.9,75,0
L52945,301.7,311.3,1708,30.5,77,0
L52948,301.7,311.3,1421,45.9,85,0
L52949,301.7,311.3,1348,51,87,0
L52950,301.6,311.2,1408,42.9,89,0
L52951,301.6,311.2,1525,43.7,91,0
L52952,301.6,311.3,1706,29.9,93,0
L52954,301.5,311.1,1602,34.3,100,0
L52955,301.6,311.1,1907,21.5,102,0
L52956,301.6,311.1,1325,49.2,104,0
L52957,301.6,311.1,1408,44.4,106,0
L52959,301.6,311.1,1680,29.2,111,0
L52960,301.7,311.2,1517,42.4,113,0
L52962,301.7,311.1,1455,39.8,118,0
L52965,301.7,311.1,1469,37.2,128,0
L52966,301.7,311.2,1521,36.7,130,0
L52967,301.7,311.3,1584,38.8,132,0
L52968,301.8,311.5,1443,43.3,134,0
L52973,301.8,311.3,1471,44.2,148,0
L52976,301.7,311.1,1399,55.1,156,0
L52977,301.6,311,1431,42.6,158,0
L52978,301.5,310.9,1600,39,160,0
L52979,301.5,310.8,1593,34.5,162,0
L52980,301.5,310.9,1469,44.7,164,0
L52981,301.5,310.8,1413,44.6,166,0
L52982,301.4,310.8,1490,38,168,0
L52983,301.5,310.9,1671,31.1,170,0
L52984,301.5,310.9,1365,46.5,172,0
L52986,301.4,310.9,1440,45.4,177,0
L52988,301.4,311,1733,25.7,182,0
L52990,301.3,311,1856,21.9,189,0
L52991,301.3,311.1,1454,40.3,191,0
L52992,301.4,311.1,1495,36.3,193,0
L52993,301.2,311,1761,29.1,195,0
L52995,301.2,311,1670,33,200,0
L52996,301.3,311,1582,35.6,202,0
L52997,301.3,311,1542,35.1,204,0
L52998,301.3,311,1539,36.9,206,0
L52999,301.3,311,1418,41.9,208,0
L53000,301.3,311.1,1723,27.6,210,0
L53001,301.3,311.1,1303,49.2,212,0
L53003,301.2,311,1544,39.3,217,0
L53004,301.2,311,1596,37.2,219,0
L53005,301.3,311.1,1413,42,221,0
L53007,301.3,311.1,1624,40.9,0,0
L53008,301.3,311.1,1504,39.1,2,0
L53011,301.3,311.3,1474,50.7,10,0
L53012,301.3,311.2,1675,32.1,12,0
